name,value,domain,path,expiry,httpOnly,secure,url
_vis_opt_s,1%7C,.sodimac.com.pe,/,1734455225.0,False,False,https://www.sodimac.com.pe/sodimac-pe
__CONTENT_exp,ct-81,.sodimac.com.pe,/,,False,False,https://www.sodimac.com.pe/sodimac-pe
_vwo_uuid_v2,DEE6220FA0A3A41892A004D00DC888284|7b70f54a98509d4946665ca8217f39bc,.sodimac.com.pe,/,1757437624.0,False,False,https://www.sodimac.com.pe/sodimac-pe
__CO_exp,comCo-55,www.sodimac.com.pe,/,1757351224.0,False,False,https://www.sodimac.com.pe/sodimac-pe
brand_experience,MARKETPLACE,www.sodimac.com.pe,/,1725818822.0,False,False,https://www.sodimac.com.pe/sodimac-pe
_cfuvid,nhTRY_PwZItvbtEoapMB4qaMZTIJzDCf0tdL4RvNKDo-1725815222386-0.0.1.1-604800000,.sodimac.com.pe,/,,True,True,https://www.sodimac.com.pe/sodimac-pe
s_ppv,sodimac%2520home%2C10%2C10%2C441%2C1%2C9,.sodimac.com.pe,/,,False,False,https://www.sodimac.com.pe/sodimac-pe
_gcl_au,1.1.1510281587.1725815224,.sodimac.com.pe,/,1733591223.0,False,False,https://www.sodimac.com.pe/sodimac-pe
seller_experience,MARKETPLACE,www.sodimac.com.pe,/,1725818822.0,False,False,https://www.sodimac.com.pe/sodimac-pe
clientiditc,DO1.348987407.1725815230690,www.promart.pe,/,1760375230.0,False,False,https://www.promart.pe/
tfpsi,c3d467c5-02e4-45f3-99f7-77e1450bdd3a,.promart.pe,/,1725817029.0,False,False,https://www.promart.pe/
_tt_enable_cookie,1,.promart.pe,/,1759511228.0,False,False,https://www.promart.pe/
_conv_v,vi%3A1*sc%3A1*cs%3A1725815229*fs%3A1725815229*pv%3A1,.promart.pe,/,1741583228.0,False,False,https://www.promart.pe/
_clsk,l3baks%7C1725815230055%7C1%7C1%7Cj.clarity.ms%2Fcollect,.promart.pe,/,1725901630.0,False,False,https://www.promart.pe/
vtex_segment,eyJjYW1wYWlnbnMiOm51bGwsImNoYW5uZWwiOiIyIiwicHJpY2VUYWJsZXMiOm51bGwsInJlZ2lvbklkIjpudWxsLCJ1dG1fY2FtcGFpZ24iOm51bGwsInV0bV9zb3VyY2UiOm51bGwsInV0bWlfY2FtcGFpZ24iOm51bGwsImN1cnJlbmN5Q29kZSI6IlBFTiIsImN1cnJlbmN5U3ltYm9sIjoiUy8iLCJjb3VudHJ5Q29kZSI6IlBFUiIsImN1bHR1cmVJbmZvIjoiZXMtUEUiLCJjaGFubmVsUHJpdmFjeSI6InB1YmxpYyJ9,www.promart.pe,/,1726247228.0,True,True,https://www.promart.pe/
vtex_session,eyJhbGciOiJFUzI1NiIsImtpZCI6IkU1NjE4RUVFMUMyNDMwRDkwMEFCMjc3RDNBNzg1NEVDRTUwMzIyMzMiLCJ0eXAiOiJqd3QifQ.eyJhY2NvdW50LmlkIjoiYmM2YTcxYTgtOTQ3Yy00ZmViLWEwMDctZTQzNmRkYjNjZjZlIiwiaWQiOiJkMDYzYTUyNS03ZmViLTRmMWMtOGFlMy1hM2QzMGM5MzM0MjIiLCJ2ZXJzaW9uIjoyLCJzdWIiOiJzZXNzaW9uIiwiYWNjb3VudCI6InNlc3Npb24iLCJleHAiOjE3MjY1MDY0MjgsImlhdCI6MTcyNTgxNTIyOCwiaXNzIjoidG9rZW4tZW1pdHRlciIsImp0aSI6ImJkNzhlN2ZjLTNkZGUtNGQ3Ny1hOTFkLWFmYjNhMWY4ODRmOSJ9.JuWiJ2OKHXvUqATAz9Zz5uDh4XW-8cwMGWo1JpvtcZ0lzBQJGO7QbgD_o-4wJ5bUcLchsqm2YM-PtMPHqDQbQw,www.promart.pe,/,1726247228.0,True,True,https://www.promart.pe/
_ga_HYG10ZRKKV,GS1.1.1725815228.1.1.1725815229.59.0.0,.promart.pe,/,1760375229.0,False,False,https://www.promart.pe/
__rtbh.lid,%7B%22eventType%22%3A%22lid%22%2C%22id%22%3A%22lhOiOkMKEfSWp4F3Ne95%22%7D,www.promart.pe,/,1757333228.0,False,False,https://www.promart.pe/
VTEXSC,sc=2,.www.promart.pe,/,1725890827.0,False,True,https://www.promart.pe/
CheckoutOrderFormOwnership,,.www.promart.pe,/,1741367227.0,True,True,https://www.promart.pe/
VtexRCSessionIdv7,557c7e13-3c6c-45e3-bc0f-b64274607983,.www.promart.pe,/,1725817028.0,False,False,https://www.promart.pe/
_ga,GA1.1.564030795.1725815228,.promart.pe,/,1760375228.0,False,False,https://www.promart.pe/
_clck,oma2bd%7C2%7Cfp0%7C0%7C1712,.promart.pe,/,1757351229.0,False,False,https://www.promart.pe/
_ttp,otSORaEcHNqqVxchj3tYDPRD95U,.promart.pe,/,1759511228.0,False,False,https://www.promart.pe/
_gcl_au,1.1.271103540.1725815228,.promart.pe,/,1733591228.0,False,False,https://www.promart.pe/
_conv_s,si%3A1*sh%3A1725815228601-0.5849622411952453*pv%3A1,.promart.pe,/,1725816428.0,False,False,https://www.promart.pe/
ISSMB,ScreenMedia=0&UserAcceptMobile=False,.www.promart.pe,/,,False,False,https://www.promart.pe/
checkout.vtex.com,__ofid=dc00b330afde477493106d0a4d48c959,.www.promart.pe,/,1741367227.0,True,True,https://www.promart.pe/
janus_sid,097ec94e-c9d7-4267-ba76-044f7b5c979b,.www.promart.pe,/,1726074417.0,False,False,https://www.promart.pe/
_fbp,fb.1.1725815228800.650662548300210838,.promart.pe,/,1733591228.0,False,False,https://www.promart.pe/
SGTS,AE0FC3648D7FCB5341AC2572063E34D9,.www.promart.pe,/,1725825307.0,False,False,https://www.promart.pe/
VtexRCMacIdv7,596da26b-9ab0-45df-b7dc-d6a5f3779705,.www.promart.pe,/,1757351227.0,False,False,https://www.promart.pe/
messagesUtk,c94cc3cc42974f8cb9e9771d10a129c9,.loginstore.com,/,1741367236.0,False,True,https://www.loginstore.com/
__hssc,153021094.1.1725815236748,.loginstore.com,/,1725817036.0,False,False,https://www.loginstore.com/
__hssrc,1,.loginstore.com,/,,False,False,https://www.loginstore.com/
hubspotutk,fe7faa200917705e73e74fa93a1ed5c7,.loginstore.com,/,1741367236.0,False,False,https://www.loginstore.com/
__hstc,153021094.fe7faa200917705e73e74fa93a1ed5c7.1725815236748.1725815236748.1725815236748.1,.loginstore.com,/,1741367236.0,False,False,https://www.loginstore.com/
_gat_UA-40476106-1,1,.loginstore.com,/,1725815294.0,False,False,https://www.loginstore.com/
_sp_id.eb96,f9d23d199111fce5.1725815234.1.1725815235.1725815234,www.loginstore.com,/,1760375234.0,False,True,https://www.loginstore.com/
_gid,GA1.2.595646150.1725815234,.loginstore.com,/,1725901634.0,False,False,https://www.loginstore.com/
_fbp,fb.1.1725815234399.480243540176543497,.loginstore.com,/,1733591234.0,False,False,https://www.loginstore.com/
_ga_RJ9D805PFG,GS1.1.1725815233.1.0.1725815233.60.0.0,.loginstore.com,/,1760375233.0,False,False,https://www.loginstore.com/
_sp_ses.eb96,*,www.loginstore.com,/,1725817034.0,False,True,https://www.loginstore.com/
yotpo_pixel,00c4da05-4ba7-4f3c-9ab6-a93539e5472c,www.loginstore.com,/,1725846770.0,False,False,https://www.loginstore.com/
_gcl_au,1.1.2125812532.1725815235,.loginstore.com,/,1733591234.0,False,False,https://www.loginstore.com/
_ga,GA1.2.572151998.1725815233,.loginstore.com,/,1760375234.0,False,False,https://www.loginstore.com/
_gat,1,.loginstore.com,/,1725815294.0,False,False,https://www.loginstore.com/
frontend_cid,VT2yk0HKEcsr8zvD,.www.loginstore.com,/,1725818832.0,True,True,https://www.loginstore.com/
frontend,5gk432oqi09egtseaulu158tc0,.www.loginstore.com,/,1725818832.0,True,False,https://www.loginstore.com/
